,relative_path,full_path,instrument,instrument_id
569,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1478__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1478__3.wav,pia,0
570,../../IRMAS/IRMAS-TrainingData/pia/064__[pia][dru][jaz_blu]1430__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/064__[pia][dru][jaz_blu]1430__2.wav,pia,0
571,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1513__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1513__3.wav,pia,0
572,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1341__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1341__3.wav,pia,0
573,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1530__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1530__2.wav,pia,0
574,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1492__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1492__1.wav,pia,0
575,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1468__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1468__3.wav,pia,0
576,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1537__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1537__1.wav,pia,0
577,../../IRMAS/IRMAS-TrainingData/pia/228__[pia][nod][pop_roc]1437__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/228__[pia][nod][pop_roc]1437__1.wav,pia,0
578,../../IRMAS/IRMAS-TrainingData/pia/124__[pia][nod][jaz_blu]1426__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/124__[pia][nod][jaz_blu]1426__2.wav,pia,0
579,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1443__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1443__2.wav,pia,0
580,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1355__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1355__3.wav,pia,0
581,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1446__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1446__1.wav,pia,0
582,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1485__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1485__2.wav,pia,0
583,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1463__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1463__1.wav,pia,0
584,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1493__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1493__1.wav,pia,0
585,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1286__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1286__3.wav,pia,0
586,../../IRMAS/IRMAS-TrainingData/pia/185__[pia][dru][pop_roc]1442__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/185__[pia][dru][pop_roc]1442__3.wav,pia,0
587,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1335__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1335__3.wav,pia,0
588,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1297__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1297__3.wav,pia,0
589,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1516__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1516__3.wav,pia,0
590,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1317__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1317__3.wav,pia,0
591,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1339__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1339__2.wav,pia,0
592,../../IRMAS/IRMAS-TrainingData/pia/153__[pia][dru][cou_fol]1419__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/153__[pia][dru][cou_fol]1419__3.wav,pia,0
593,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1516__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1516__2.wav,pia,0
594,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1514__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1514__1.wav,pia,0
595,../../IRMAS/IRMAS-TrainingData/pia/137__[pia][nod][cla]1381__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/137__[pia][nod][cla]1381__3.wav,pia,0
596,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1372__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1372__1.wav,pia,0
597,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1528__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1528__3.wav,pia,0
598,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1361__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1361__1.wav,pia,0
599,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1331__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1331__1.wav,pia,0
600,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1286__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1286__2.wav,pia,0
601,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1536__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1536__2.wav,pia,0
602,../../IRMAS/IRMAS-TrainingData/pia/196__[pia][nod][pop_roc]1439__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/196__[pia][nod][pop_roc]1439__2.wav,pia,0
603,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1377__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1377__1.wav,pia,0
604,../../IRMAS/IRMAS-TrainingData/pia/055__[pia][dru][cou_fol]1420__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/055__[pia][dru][cou_fol]1420__3.wav,pia,0
605,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1478__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1478__1.wav,pia,0
606,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1284__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1284__3.wav,pia,0
607,../../IRMAS/IRMAS-TrainingData/pia/004__[pia][nod][cla]1394__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/004__[pia][nod][cla]1394__3.wav,pia,0
608,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1346__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1346__1.wav,pia,0
609,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1468__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1468__1.wav,pia,0
610,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1519__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1519__3.wav,pia,0
611,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1484__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1484__3.wav,pia,0
612,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1492__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1492__2.wav,pia,0
613,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1532__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1532__2.wav,pia,0
614,../../IRMAS/IRMAS-TrainingData/pia/170__[pia][nod][cla]1403__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/170__[pia][nod][cla]1403__2.wav,pia,0
615,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1284__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1284__1.wav,pia,0
616,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1449__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1449__1.wav,pia,0
617,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1324__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1324__2.wav,pia,0
618,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1470__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1470__1.wav,pia,0
619,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1363__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1363__1.wav,pia,0
620,../../IRMAS/IRMAS-TrainingData/pia/199__[pia][nod][cla]1383__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/199__[pia][nod][cla]1383__2.wav,pia,0
621,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1315__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1315__1.wav,pia,0
622,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1530__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1530__1.wav,pia,0
623,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1297__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1297__1.wav,pia,0
624,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1324__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1324__1.wav,pia,0
625,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1457__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1457__1.wav,pia,0
626,../../IRMAS/IRMAS-TrainingData/pia/137__[pia][nod][cla]1381__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/137__[pia][nod][cla]1381__1.wav,pia,0
627,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1358__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1358__2.wav,pia,0
628,../../IRMAS/IRMAS-TrainingData/pia/029__[pia][nod][cla]1411__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/029__[pia][nod][cla]1411__3.wav,pia,0
629,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1329__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1329__2.wav,pia,0
630,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1376__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1376__2.wav,pia,0
631,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1364__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1364__1.wav,pia,0
632,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1495__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1495__2.wav,pia,0
633,../../IRMAS/IRMAS-TrainingData/pia/157__[pia][nod][cla]1400__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/157__[pia][nod][cla]1400__2.wav,pia,0
634,../../IRMAS/IRMAS-TrainingData/pia/032__[pia][dru][jaz_blu]1425__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/032__[pia][dru][jaz_blu]1425__2.wav,pia,0
635,../../IRMAS/IRMAS-TrainingData/pia/239__[pia][nod][cla]1391__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/239__[pia][nod][cla]1391__1.wav,pia,0
636,../../IRMAS/IRMAS-TrainingData/pia/084__[pia][nod][cla]1410__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/084__[pia][nod][cla]1410__2.wav,pia,0
637,../../IRMAS/IRMAS-TrainingData/pia/229__[pia][nod][jaz_blu]1434__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/229__[pia][nod][jaz_blu]1434__1.wav,pia,0
638,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1444__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1444__1.wav,pia,0
639,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1512__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1512__3.wav,pia,0
640,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1486__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1486__2.wav,pia,0
641,../../IRMAS/IRMAS-TrainingData/pia/155__[pia][nod][cla]1415__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/155__[pia][nod][cla]1415__3.wav,pia,0
642,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1376__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1376__3.wav,pia,0
643,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1374__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1374__3.wav,pia,0
644,../../IRMAS/IRMAS-TrainingData/pia/113__[pia][nod][cla]1407__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/113__[pia][nod][cla]1407__2.wav,pia,0
645,../../IRMAS/IRMAS-TrainingData/pia/218__[pia][nod][cla]1417__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/218__[pia][nod][cla]1417__1.wav,pia,0
646,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1483__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1483__2.wav,pia,0
647,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1513__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1513__1.wav,pia,0
648,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1308__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1308__1.wav,pia,0
649,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1346__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1346__2.wav,pia,0
650,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1515__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1515__1.wav,pia,0
651,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1339__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1339__1.wav,pia,0
652,../../IRMAS/IRMAS-TrainingData/pia/118__[pia][dru][jaz_blu]1429__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/118__[pia][dru][jaz_blu]1429__1.wav,pia,0
653,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1324__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1324__3.wav,pia,0
654,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1350__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1350__2.wav,pia,0
655,../../IRMAS/IRMAS-TrainingData/pia/056__[pia][nod][cla]1385__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/056__[pia][nod][cla]1385__3.wav,pia,0
656,../../IRMAS/IRMAS-TrainingData/pia/118__[pia][dru][jaz_blu]1429__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/118__[pia][dru][jaz_blu]1429__3.wav,pia,0
657,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1506__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1506__2.wav,pia,0
658,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1450__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1450__1.wav,pia,0
659,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1334__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1334__1.wav,pia,0
660,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1343__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1343__3.wav,pia,0
661,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1467__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1467__3.wav,pia,0
662,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1371__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1371__1.wav,pia,0
663,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1525__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1525__3.wav,pia,0
664,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1481__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1481__1.wav,pia,0
665,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1292__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1292__1.wav,pia,0
666,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1529__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1529__2.wav,pia,0
667,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1448__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1448__1.wav,pia,0
668,../../IRMAS/IRMAS-TrainingData/pia/161__[pia][nod][pop_roc]1441__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/161__[pia][nod][pop_roc]1441__3.wav,pia,0
669,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1316__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1316__1.wav,pia,0
670,../../IRMAS/IRMAS-TrainingData/pia/101__[pia][nod][cla]1399__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/101__[pia][nod][cla]1399__1.wav,pia,0
671,../../IRMAS/IRMAS-TrainingData/pia/125__[pia][nod][cla]1378__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/125__[pia][nod][cla]1378__3.wav,pia,0
672,../../IRMAS/IRMAS-TrainingData/pia/072__[pia][nod][cla]1395__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/072__[pia][nod][cla]1395__2.wav,pia,0
673,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1453__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1453__1.wav,pia,0
674,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1359__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1359__1.wav,pia,0
675,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1469__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1469__2.wav,pia,0
676,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1525__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1525__1.wav,pia,0
677,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1335__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1335__2.wav,pia,0
678,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1286__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1286__1.wav,pia,0
679,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1524__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1524__2.wav,pia,0
680,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1351__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1351__3.wav,pia,0
681,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1332__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1332__1.wav,pia,0
682,../../IRMAS/IRMAS-TrainingData/pia/107__[pia][nod][cla]1412__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/107__[pia][nod][cla]1412__1.wav,pia,0
683,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1541__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1541__1.wav,pia,0
684,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1474__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1474__3.wav,pia,0
685,../../IRMAS/IRMAS-TrainingData/pia/212__[pia][nod][cla]1397__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/212__[pia][nod][cla]1397__1.wav,pia,0
686,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1282__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1282__1.wav,pia,0
687,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1315__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1315__3.wav,pia,0
688,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1487__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1487__2.wav,pia,0
689,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1517__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1517__3.wav,pia,0
690,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1517__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1517__2.wav,pia,0
691,../../IRMAS/IRMAS-TrainingData/pia/224__[pia][dru][cou_fol]1422__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/224__[pia][dru][cou_fol]1422__2.wav,pia,0
692,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1490__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1490__2.wav,pia,0
693,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1503__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1503__2.wav,pia,0
694,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1375__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1375__3.wav,pia,0
695,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1308__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1308__2.wav,pia,0
696,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1281__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1281__1.wav,pia,0
697,../../IRMAS/IRMAS-TrainingData/pia/[pia][cla]1352__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][cla]1352__3.wav,pia,0
698,../../IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1446__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][pop_roc]1446__3.wav,pia,0
699,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1534__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1534__2.wav,pia,0
700,../../IRMAS/IRMAS-TrainingData/pia/125__[pia][nod][cla]1378__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/125__[pia][nod][cla]1378__1.wav,pia,0
701,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1318__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1318__1.wav,pia,0
702,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1509__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1509__1.wav,pia,0
703,../../IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1487__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/pia/[pia][jaz_blu]1487__3.wav,pia,0
